text,mood
Happy Mother's Day.. To All The MommiiEs Owt Theaa... &amp; ii Think ii Got Thaa Hang Of ThiiS ThiiNg.. Yay!!!,happiness
live long and prosper !  lol star trek was the best!,happiness
Just saw G.O.D perform I love you I thank you by MC Mong.,worry
http://twitpic.com/4whaf Tonight's art show was a success.,happiness
@Syreeta306 girl u sit ya double decker neck ass DOWN and talk about ppl who are on ur LEVEL and not above,sadness
happy happy joy joy    is that good enough for you,happiness
is wishing good night everybody,happiness
@TinaS71 It was fun meeting you too Tina!  We'll definitely do it again soon.,happiness
feeling nice... got a big ass smile on my face for no reason  @mralister take my ass to sleep right? lol,happiness
@abbey_marie Stick with me kidd...you'll be alright (there's a whole sketchy world out there waiting to be taken advantage of,sadness
@SassySpider follow me too,worry
happy motherss dayyyy  so my sister decided to make lunch...hmph. but i decorated the house !  andd then i danced and sang hahaa,happiness
Just finished watching the last of Star Wars,happiness
@henrytweet good luck with the pump!,worry
happpppy mothers day,happiness
@JonathanRKnight Going so soon? I was hoping to hear late nite humor from you....,sadness
@denverflyhigh Man it will be a sweep no worries,worry
Soooo high,worry
@AClockworkToad awww! thats sweet TTT!  Im sure she will love it! your a good son!,happiness
@dbgrady lol that was a great movie,happiness
Time for me to go to sleep! It's almost 1am. Night everyone! Happy mothers day to all the moms out there,happiness
Packing up and leaving inlaws house heading home sweet home... Had a nice weekend and back to work in a few hours,worry
@AubreyODay aw. wasn't it sad?! give ginger a little pat on the head for me!  mwah!,sadness
going to sleep. big beach day tommorow. love you guys. nite.,happiness
@okibi Ah.  I just found it weird because it's my screen name  Name of war and all that jazz,sadness
@dtatusko thx. will do.  you always make me chatty! night!,happiness
At Bidor with @cincauhangus eating Wantan mee n drinkin Cham Ping.,worry
HAPPY MOTHERS DAY TO ALL THE MOMMYS EXSPECIALLY MINE  LOVE YOU MOMMY,happiness
uploading new videos on youuuchuuub!,worry
@robincareyyo ...you are kickable.,sadness
2 hours 3 mins left.....THE PRESSURE!!!! We need to hurry  #48hours,worry
@sydeni_f_babei best two seconds of the movie,happiness
@LeonceN I have it.  Hehehehe u want the torrent?,happiness
Thank you guts for 360 followers! It means a lot!,happiness
@Ginchan: AWW! Thank you honey.. Didja get mommy a daddy?,happiness
@JoeyyJ thats cool. My mom is a teacher in Burbank so we're always like right there. XP ahww i wanna go to the Bahamas!,worry
Taco Bell With The Tramp!Yesssssir,happiness
@jmstewart0220 I know!!  It was great!!,worry
Im glad i can make sumone smile,happiness
@adriandanganan CLAY AIKEN? GET ME AN AUTOGRAPH!,sadness
@JanisJ1212 haven't laughed that much in awhile,happiness
about to drink a hot chocolate  yummy.,happiness
@nadyogaga yes2 bgt! if everything goes well i'll catch their reunion concert,worry
Just had some delicious sushi from niko niko on vermont and hollywood  mm,happiness
@katekintail Better than nodding off when you're &quot;IN&quot; one  LOL,worry
Looks like I have a couple hours of software updates to install on the brand-new machine... feels just like Windows,worry
Happy mothers day!,worry
@Nololos yeah  just told Stanley its the only time I want to slap girls icky bitches encoraging bad behavior,worry
@jphauk huh what the fuck? Smelly? Noooo. I love alex Vixon,worry
just had a great dinner with my wonderful girlfriend.,happiness
Wal mart,worry
@oschmid14 How cool is that!   Thank you so much!   luv it!,happiness
Aww okayy we'll tell you about it tomorrow then,sadness
Playing with my puppy,happiness
I love my Boogah! Can anyone contain Lebron James?  Talk about so sick,happiness
Tribal Cafe.  Watermelon slush.  Natalie singing.  Ashley&quot;s birthday.  Love all around,happiness
Trying to look up Iowa State Fair Art entry information. Hope to get a piece in this year and maybe win something or get noticed.,worry
@biancamichellee haha kk tell me when u remember,worry
I want cookies for breakfast! Luckily I'm an adult and can do that!,happiness
@arundo_donax ISN'T PUPPY FREAKING ADORABLE!? I didn't want to let her go. FUZZYPUPPY.,sadness
sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day,worry
Happy 11th  I'm going to sleep now lolz,worry
LOL OMG @MissKeriBaby replied back to me out of all ppl!! THX,happiness
@dredpiraterob poor thing. come watch tv at my house  lol,sadness
lol! woow okay its not that big of a deal,happiness
Anthony's pretty wicked too.,happiness
gooooonight twitter...... i hope im better tomorrow,worry
@laurenmontonen I DIDDDD. I MET THEM AGAIN,happiness
What does &quot;drink responsibly&quot; mean to you? Please share a tip (or two if you're drunk right now  ),worry
@TheSpencerSmith hush...stop teasing,sadness
Just watched Star Trek. A+! That was so well done. I think I'm down to see it again. Who wants to join me?,happiness
@dmaul53854 yus! :3 he was really nice,happiness
about to hit the sheets.,sadness
listening to the new demo! This song is going to be fantastic once its done!,sadness
Off to bed - I have a hot date with Sudoku and maybe a chapter or two reading if I can stay awake that long. Have a great night tweeps!,happiness
@WordyDirts Thanks  your my first lol,happiness
@Vengenz1 It was a lovely attempt at poetry!,happiness
@PlumpPeaches I'm glad you're little Prissy is doing well. It's obvious how much you love her w/the treatment she's getting,worry
watching greys anatomy and just about to take blueberry muffins out of the oven mmm yummy  finished geoggers study notes yay!!,happiness
loving phuket with melai and badette. i'll be coming home soon  imiss everyone,happiness
ok.  i got my nails done to day an the are sweet.,happiness
@Jaimie_tv LOL no girl I'm only 17! Too young for college! But yay congrats to us  where does downtown graduate at?,happiness
- had a great time at the 'block party' - so did mackenzie,worry
My dad's drunk off his ass. Today was successful.,worry
Rey Mysterio is so awesome,happiness
just had an awesome Girl Scout Day at Dodger stadium with two awesome olympic athletes Joanna Hayes and Heather Bown!  And we won!,happiness
this is how we do itttt,sadness
beach...yummy steak and catching up on 'lost' with my man...lovely day,happiness
@CiaoBella50 Evening! How are you this Sat night?,happiness
@meesabythewater thank you so much,happiness
@lightgood thank you  You too! I hope this turns out to be a top week for you.,worry
making margaritas and about to watch Milk. Good times,happiness
im gettin off nd watch a movie nd have a couple of drinks nd shots   ill try 2 get get back on if i can,worry
Soo Tired. My head hurts. I Love Andy sooooo much!,sadness
Just ordered henna! I'll be a redhead again in a few weeks.,happiness
@Dog_EaredPages Yay!  I can't wait to come in the bookstore and gets some new books,happiness
@em1234 hahhaha indeed  kinda like the spoon... hahaha,happiness
@johncmayer That widewale courduroy'll get ya everytime!,happiness
is drinking. Yay!,happiness
@imfunsizee and jarita i'm going home now and i'm with two hot guys  drool.,sadness
@SouthPhilly_Mel thanks that was nice of u and I appreciate u,happiness
hanging out with Dan and Brian in my room for my last night,worry
Watching the Twins handle the Mariners again!! Whoo-hoo!!!  Tony http://www.trustyfotografie.com,happiness
@findingurstyle lol it's funny but it's not the back... it's all in the legs ;) and I've never hurt my back! Thank God!  Thanks 4 watchin!,worry
@QueenofSpain Good night Erin!  i wouldn't say that this is early or that you are old.,happiness
if tonight was anything like summer i cant wait,worry
that was reallly good,happiness
Spending QT with the hubby,happiness
haha so bored...but happy mothers day!,happiness
only got 22.90 in tips last night.. (N) but he earned bulk money anywho,worry
OK its official I&quot;M OLD! at least I feel likewise OLD &amp; TIREDD &amp; WASTED!!,worry
Going to bed! Happy mother's day for every mom here!,happiness
@Buchautor thanks for the follow friday,happiness
@laurenconrad http://twitpic.com/4wh4d - LAUREN is AMAZING....well from what I see on the hills lol  Seem like a great friend to have!!,happiness
hey chelsee its amiera!   &lt;ufc&gt;,happiness
watching &quot;Look for a Star&quot; with mom again  lub ah C hehe,happiness
@VancityAllie they shall win,happiness
Hanging with kevin tomorrow!  out goes being productive.,happiness
@artistiquemeg wooohooo! I'm fourth row back,happiness
@andycane wow.... really?!? is this necessary??,worry
Awesome  I saw it thursday night. It is so great. 100% perfect casting.,happiness
Is having awesome fruits and vegetable juice at the opening of Lam's noodles at 8@tradehub21  http://tinyurl.com/r65c68,happiness
@kimberley_ thats coz we love you,worry
@MollyMazy aww!  happy mother's day to you too girlie! kingston is lucky to have such a great mommy!,happiness
OFFICIALLY booked for seattle with @cfine1 and @ebotkin12 it's going to be THE best birthday weekend EVER!  @bradlawrence :you made me sad,sadness
If I'm up with Brooklyn when I'm suppose to sleep in...I'll call you  @ LadyBug602,happiness
I received some excellent birthday presents!  Party was the usual success.,happiness
@scalzi Happy frickin' birthday!  Try not to be too bitter about sharing your day with your lovely wife and all other mothers out there.,happiness
Happy mother's day to all mothers here!,worry
@lexjosephine I heard about your reply! im so jealous! kevin is my favorite! haha,worry
@SusanRaymond thanks for the ok ...hope we can tweet more down the road,worry
Omg Wango Tango was fucking AWSOME! I love my baby for taking me,worry
@BLaCkitaLiaNa7 ay uuuu  happy mothers day,worry
@LaurenBakarian: i miss you,sadness
@bsaeed it was nice to meet you tonight &amp; thanks!!,happiness
@angelemotion yayyy for new videos by amazing people,happiness
Hangin out with some cool ass people.  http://short.to/8j3p,happiness
She has an awsome voice. Bored nothin to do i should really consider  going back to school yeah right i'd rather cry of boredom  forever,happiness
silly you are right here with me,happiness
@ninjapixie83 Sorry for your loss.  I know how you feel.  She or he was a lucky cat.,sadness
@alphonso I'm in SF right now,happiness
Looking forward to having Dinner with Family and Friendsss! Happy Mothers Day to all the Moms out there!,happiness
@Im_2nd aww thanks!,happiness
@LisaBernart Great to meet you! Thanks for the use of your umbrella...I hope you ate and got some sleep!,sadness
@jtimberlake DAMN YOU KILLED IT ON SNL...THAT WAS GOOD STUFF I WAS CRYING W/LAUGHTER @jimmyfallon broke you i love it,sadness
@FokusChicagoKid Ah....okay,worry
Is watching &quot;It takes Two&quot;.... such a classic lol,happiness
FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,happiness
Wine and Saginaki with 7 friends = good times,worry
Ate too much vegetarian pizza for dinner! But it was so good,happiness
JUST GOT TO LA  MISS HAWAII ALREADY! DANG,happiness
@David_Henrie hahaha. you make me laugh.,happiness
FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,happiness
i'm eating cookies that have been sitting around for a week now. thanks andrea dear,happiness
Why am I posting so late? Just got back from seeing Star Trek. It was so awesome,happiness
hip hop is alive &amp; well in nashville tn!,worry
@merabobera I wantttt!!!!!!!!,happiness
living it up at empire hotel...free bottle service. it ROCKS having connections,happiness
@AspaPhoto Ahhhh \you are soo smart  Thanks for this schooling of thoughts  Have you taught before?,happiness
Campfire and smores,worry
FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,happiness
I HAVE NEW WORK COMING OUT,worry
FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,happiness
had fun at wango tangooo!,happiness
I'm baking cookies. What are YOU doing?,worry
@ishaka Thanks,happiness
@ubernostrum I really ought to pay more attention to my phone tweets... Sure! The more moives the better.,happiness
Woo! Nachos AND ice cream  haha,happiness
Hey guys I'm going to create an iPhone app that's a twitter client called Tweetilicious please @reply me your thoughts!,happiness
@petitesuitecb Thanks my girl. True BFF!,happiness
niggas got they eyes on me and i aint talkin bout da BM when i say i got 745 on me,worry
@MCRsavedMilife haha yes,happiness
@fatally_yours that's stunning!,happiness
oh the memories  ? http://blip.fm/~5yxd4,happiness
@DanielAlxander I like that...gonna have to re-tell,worry
can't stop smiling  i'm in the best mood right now!!!!!,happiness
Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies,sadness
@howardlindzon Obama support still at 821 - he's up 13% - needs to hedge his FAS position  heard he bought some stocktwits sweatbands,worry
@DrMeredithGrey i think she'll pull through.,worry
Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me &amp; I am thankful for you!!,sadness
Enjoyed x-men w/ @dwestbrook  now it's time to rest up for this drive home...happy mother's day twit-moms!!!,happiness
@tenticketthrill ahahaha! That's funny.,worry
@TinainMelbourne Will do,worry
@redonculous video tape that for me  hahaha,happiness
Good nite everybody!  &lt;:Baby Boy:&gt;,happiness
@duherica Thanks!,happiness
it's beach time!,happiness
can't keep eyes open....*shuts eyes*,worry
happy mothers day  going to the zoo... i have to wake up at 9:30 oh god noo!!!,sadness
Just got out of the VAST show &amp; IT KICKED ASS! Just as mindblowing live as on CD. Sang my fave songs. Im n awe!,happiness
@farah_n_pete you do a terrible job of hiding it.,sadness
Is coming to the end of his first shift  6.30 local,worry
is excited for tonight's party of ron  http://plurk.com/p/sujth,happiness
aww my son gave me a purple g shock for mother's day,happiness
&quot;dream of a better world because it's coming&quot; -someone could live off of those words dude,happiness
@SamBennington  cool  you are here too  hi sam  how are you???,happiness
@hollywoodtv just a question.. are you guys liek famous or anything ? haha and MILEY FOLLOWED YOU LUCKKYY ! im so jealous,sadness
@MissSididdy ur welcome...anytime,worry
*[ It's time for TSCC!  ],happiness
Just had an amazinq qirls-niqht-out. I quess its always qreat to have an excuse to wear tiny dresses &amp; heels,happiness
@misskg86 thanks kelly! that means a lot.  have you figured out your apt thing yet?,worry
I'm an incredibly happy person with 100% energy. Love to dance &amp; laugh...the only thing that I know.I'm one of the most down to earth ppl,happiness
today was the BEST &lt;3 eff yeah i &lt;3 @ohbabyitsashley,happiness
@J0HNNYWYATT amazing tonight glad I could share it with you baby. You are my sunshine,happiness
@LMRB besides when u come and visit ill have more room for u!,worry
Cheifs beat the 'Canes 16-8! Top of the table! Wooo! ...and up go the Sky Sport Virtual Rugby points.,happiness
@cubbygraham I wanna come!!! How come u didn't invite me!,worry
@_writersblock_ Yep! One drink &amp; @retrorewind block party is keeping me up,happiness
Im.in.the.room Im.watching.the.HANNAHmovie.withMOM.She.said.this.film.very.great.,sadness
welcome to the family new pillow  im going to lay my head on you tonight!!!,happiness
My legs are so fucking sore. And my feet hurt to walk. Whataday,sadness
havin fun my friend?,worry
@mateoonline I'm sure u did!!! CAN'T w8 4 2morrows shw!!! Happy Mommys day 2 me!!!,happiness
@nerdwriter we were close to trying all of them! SO YUMMY,happiness
Having bro-lights with g.Soll  CHEERS!  http://twitpic.com/4wjrs,happiness
its mothers day,worry
@erzonline Thanx... sorry not trying to rub it in... I just get excited... been working hard to make that dream come true for awhile,happiness
@ChrisPeezy angels even though I'm probably not the third... ANGELS AND DEMONS,worry
Just got home from Stacey's lovely wedding,happiness
@roflwolf yeah they are basically awesome,happiness
@Epic_War_MT I'm no longer blue,sadness
@TomboyTigress thanks  sweet dreams to you too!,happiness
happy mother's day!  http://bit.ly/6fGxd,worry
my life is so exhilerating  family kingdom is such a good summer sport!!! and so is swimming in the ocean at night with kristin,happiness
had a great day,happiness
@Hatz94Music We got a guy in the chat now lol.,happiness
@sareybarey I just watched that episode again last night.,worry
@james_a_michael Hey! thanks for another great day! I'm going to sleep now! I'll chat with you tomorrow!  Sweet dreams!,happiness
probably one of the best surprises ever...you really are amazing,happiness
@donttrythis Something like that happened to me once: We closed the side door too hard and the engine locked up,worry
@Tpearson44 me toooooo! Thank u,happiness
love it when my sister brags! but she's too tired too spell bowling right! haha its ok I &lt;3 her!!,worry
@OkayRay thanx for the bday wishes ray,happiness
Goodnight everyone  Happy Mothers Day to all of the mothers out there,happiness
@CandyMaize its ok..i was kinda feeling ignored anyway  And its sunday arvo 330pm. Going out for Lunch &amp; WINE!,sadness
@cnystedt Good morning! I certainly did,worry
@boredgirl260 did he ask for your Twitter ID? Your sun sign?,happiness
@tamij Where'd that ? come from? No pup for now. But certainly in the near future. Maybe a beagle. It depends. I do muss my fatboy.,worry
thanks so much for the discount code. looking forward to trying your pads out,sadness
@charleshope When are you and @gracepiper coming over so we can violently agree?,worry
HAPPY MOTHER'S DAY TO ALL THE WONDERFUL MOTHERS IN THE WORLD!!! myself included...,happiness
@naidanai nai nai baby. haha i didn't know that you have twitter but oh well,happiness
I just single handedly killed 4 flies and a crane fly with my hairbrush!! I'm gonna go disinfect it now...but bugs beware!!,sadness
NKU - I can get that app after all!,worry
OMJ JUSt qOt HOME fROM tHAt PARty! it'S 2:OO a.m! i'M MAN tiRED! GOODNiqHt AND HAPPY MOtHER'S DAY 2 ALL!!! tAkE CARE &amp; GOD BlESS!,happiness
had a good time at prom. They played Jonas Brothers for me. pretty much made my night...,worry
@jasonmitchener Yes sir...I just acquired a Master of Arts in Christian Ministry-a loooooong journey completed today...so thankful!,happiness
made $30 tonight watching 2 little kids swim and watch a movie!!! haha i love babysitting haha,happiness
Currently brushing up on the art and science of selecting good domain names (after having 550 domains the year before with poor results),worry
I'm so proud of Dr. House for detoxing.  His Amber hallucination is evil!!,happiness
goodnight to all,happiness
@jtimberlake  Thank you and Happy Mothers Day to your Mother also SNL tonight,happiness
Is FINALLY having dinner... At Nishiki Sushi!,happiness
had one of the greatest days ever! spent the whole day with besties &amp; celebrated installs with the friends i love oh so much  &lt;3,happiness
is really really ready!,happiness
happy mama's day ladies!  have a good day.,happiness
and guess what? the second time around... it's still fucking great,happiness
Hi-5 to ALL my friends and ummm thanks for the follow and enjoy the ride IF I make too many trips (I will) for u and u gotta go i get it,happiness
@angelakeen the next wk I C Drs too but maybe then? I would love it! I did go to Mac Grill.  John was not there! Thought of U!,happiness
@3Magpies Thanks! and to you as well!,happiness
@dailypep I'm sure I will cry at the most unopportunte (spelling?) moment!!,sadness
@smithld I picked up some stuff I missed the 2nd time  And to think you missed all the in jokes too!,worry
Chatting with matt from mercy mercedes lol.,happiness
@Nemone1 going to imax @130am,worry
is surprising momma bear,happiness
@nathanschultze haha. that's awesome. good job,happiness
boooo on life decisions....bottle of wine be my lucky eight ball tonight,worry
@KOLsweetie hell yeah! Belgian beer is the bomb!!  :p,happiness
@prayingmother I like tweet deck and I'll try the other one u recomended Thanks,worry
my blog is now updated,happiness
@iamjonathancook awe,worry
At t.g.i fridays  With some of my favorite people ever.. We made a reservation for 20 and we have like 50 people here. Hahah,happiness
@epicwinmaster Thats great,happiness
@scottrmcgrew honey is great for your health!,happiness
@serenechai that's cool! i think del's going to korea same time as you! have fun!,happiness
Mother's Day has been good for me,worry
I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,worry
@MrsPinkyIvory Hey Pinky I ordered some stuff from that site you gave me. I got it yesterday in the mail so pretty  thanks,happiness
Hmm..You can't judge a book by looking at its cover,worry
Happy Mothers Day to all of the moms out there,happiness
OH MY GOD STAR TREK WAS AWESOME AND I CANNOT WAIT TO SEE IT AGAIN AND AGAIN AND AGAIN. OH MY GOD. CHRIS PINE IS SMOKIN'!,worry
Such a fun night. I needed the break. PS- I love you man is effing hilarious! Good night twitter world. Sweet dreams,happiness
@WCharlie I'll register the first thing I wake up tomorrow.  Looking forward to be back with the forum too!,happiness
is spending time with her mommy later today!,happiness
Making my momma a happy mother day card &lt;3 I love my mommy,worry
Filming at a carnival for my music video... It reminds me of the Cherry Festival that I used to go to back home... Ahhh memories...,sadness
i found a ride...YES!!! liquor here i come,happiness
@jbrigante haha. I'm on drink #2. Cheat day for me,happiness
@riceballs Belated kay Tita.  Wow! 2 prizes in a day! Congrats!,worry
Going to fold laundry and then hit the sack. I have boring saturday evenings,sadness
JB on the front of factor x!!!!! wooh contest timeee,worry
@mellieweena Woah... Haha... Thank you!,happiness
@DanWarp http://twitpic.com/4w9w6 - lol you sure love that sushi. you've tweeted many pictures of it.,worry
@ChEmIcALbUlLeTs thats sweet,happiness
@bloodhoundgang aww that's awesome! he's a good guy,happiness
happy mothers day to all   im off to spend the day with my family,happiness
If someone in the family died you would of heard about it. Duhhhhhh. . .,worry
@nnayaj_11 thanks. enjoy the movie! i hope all is well with you te.,happiness
@juliepilat great show,happiness
@thomasfiss hahaha now ur gonna tweet.... I awoke to 67 the other night haha Man the concerts here suck. Cali's da place 2 be,sadness
@michaelsheen ekkk..thats ruff..hope you have a safe flight and good meeting,worry
Sounds like there's a party up the street.  I guess they forgot to invite me,sadness
@itsQ LMAO... Smh!  that one threw me off.,happiness
taking mum to lunch for mothers day,happiness
Just got home from work and tired,sadness
everything is good except that neck shot and Steve's back of the head shots!,worry
@mattmercy yay! we will have to get together soon and do something,happiness
@brianiwama amen to that brotha!,happiness
@MissHeatherG we are tooo fly boo,worry
@ChaseSanders  if she sees that she will cry! lol,sadness
Every day is Mother's Day.... Don't wait for 1 of 365 days to come around to show your mom how much you appreciate and love her.,worry
HAHA THIS CONVERSATION WAS FUN BUT NOW IM TIRED! GNITE!!!!!!!,worry
@FrankIero Thats amazing quote indeed.Btw Have a nice weekend  !,happiness
Wishes @kirstiealley a Happy Mother's Day!,happiness
Watching aliens with my boobie at craig rise house 11 early bedtime for the grown ups,happiness
http://bit.ly/wZK3o  &lt;--- Paranoid. I actually like it better performed live rather than the studio version.,worry
http://twitpic.com/4wkpl - Widescreen laptop + rotation + comics = Awesome.,worry
new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,sadness
@amygrant Chocolate with peanut butter. One of my favorite combonations,happiness
Love the family feud episode with the kardashians tonight,happiness
Time to sign off for the night! Everyone have a great one! To all the mother's out there &quot;Happy Mother's Day&quot;,happiness
Just got $200 of my Macbook,happiness
@KrissyKris725 well wassup than dont be scurred now! lol you'd probably like it if it came to biting!,worry
Had a long day at work. Stood home. Now sleeping to have another long day at work tomorrow &amp; happy mothers day to all mothers,happiness
@JonathanRKnight Happy mother's day to ur mom!!! i hope she has a wonderful day!!!!!,worry
@BabyvibeNancy Hi Nancy your fine (till it the baby moves!)  Just get out of the house &amp; do fun stuff early! The hardest jump was 1 to 2,happiness
Thank you for the advice   I'll work on that when Im not at work.,happiness
@vestacaro Did they already get the tax money from Helio for his winning of the pole position! Ha ha!!,happiness
Cooking dinner!! Its already late!! am making Cabbage Molagootal for dinner!!,worry
@kmore Yeahhh... thx. I figured it out,happiness
@kc0219 I will! promise to bring me back something from the moon?,worry
My Sissy and I went to a Bridal Shower tonight; crazy women!!,happiness
i'm going to bed. have fun with the drunk ones.  see ya in the am!,worry
@SirReigns Now that's what i like to hear!   You won't unfollow us little people on Twitter when you make it big will u?,happiness
@SherylLoch You too!   Happy Mom's get to rule and kids have to take it day,happiness
It's 2am and I still haven't gone to sleep yet! Up early to hit the beach and then shopping! Yays!!!,worry
@Willy9e  shouldn't I be going to sleep? Just kidding :p,happiness
definitely OD tired..but backstagepazz.com is no joke..i think i want to be a groupie just so i can tell my tale.,sadness
@whoaaitskristi OMG I'M SOO EXCITED! i've been waiting for it ever since i saw the 5th one at midnight the night before!,happiness
@xodedexo18 Of course you can come join our sleep-over!! Can you bring me a big dill pickle?!,happiness
My whole immediate will be in the same city until some point tomorrow afternoon. This is monumental,worry
@__loss good god woman! Get some sleep!!! I'll call/text when I'm in the city.,worry
i'm addicted to home,sadness
done with the packing and everything else ... leaving in 3 hours ...,worry
@leahita Your sweetie is very lucky too!  #liberty,happiness
On my way to see diplo with my girl kathryn at smartbar!,worry
Dahh- I do believe it's time for bed. G'night,worry
@jlojlo you are a very naughty woman - we sooo have to meet!,worry
@cherrybaby2001 Glad you like it!,happiness
Gotta buy some onesies for my besties lol ah Yea!  at the club having a grand ol time,happiness
Just signed up on Twitter! yay!,happiness
http://twitpic.com/4wkzi - before prom. this is when all the chaos began,worry
Selling artwork+ risk game with the boys+ startrek= just what i needed. What a good day,happiness
just received a personal email from Perez Hilton,happiness
Gonna give a guest lecture tomorrow @ PES Mandya on OpenGL,happiness
@xxmcr_ladyxx just scared for you! youre so young! @chemicalbullets im okay  what you doing?,worry
Its offically mothers day!! happy moms day!!!,happiness
Not quite sure what ace of cakes is or are. Gosh I'm tired. Loved bride wars. Fun night.,happiness
Excited for enfest yaaaay,happiness
@jmascia yay i found u!! i had a great time tonight!,happiness
@Bella_in_Forks ::static:: I know! I've barely seen anyone since I got into Paris yesterday.  I've just been walking around.  ::static::,worry
- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x,happiness
no clue wtf im doing,worry
says my new layout is so cute x) see the cuties ? hahahah  http://plurk.com/p/suqp6,happiness
@JaiAsh anytime  that's what Im here for *giggles*,happiness
@skooter88 me neither at first...but u gotta go thru somethin first to get there lmao...i almost burnt my house down and that set me str8,worry
We're home now,worry
ima go to sleep now. good night. dnt let the bed bugs bite. haha.,happiness
@shadowsinstone And I'm listening.,worry
@whitsundays lol! l love your tweets! Keep them coming,happiness
@divinediva1 Norwood house party haaaaaa... Yaaaaaaay (smiles),happiness
oh how i love texting my drunk friends  hahahaha,happiness
Chillin.. Uploadinng The Videos I Took On [MySpace].  The Showw Was Awesomme!,happiness
hahaha yay emily i m cool  @emilystack,happiness
i'm staying up to watch it,worry
@lmpotter You're very welcome,happiness
tried  to sleep but i cant bout 2 call tisha,worry
@SarrahRae HAHAH you know you loved the hannah montana movie  it was aweesome,happiness
@wonderdra IT SHALL BE MINE!! IT SHALL... BE MINE!!! *raises eyebrows*,worry
Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration,happiness
iced coffee and vanilla ice cream UBER SICK MIX,happiness
Goin to bed... Finally. So sleepy! *Happy mothers day!*,happiness
@helloheartbreak Thanks bb.,happiness
wow I just had a two hour conversation with someone on omegle. it was amazing,happiness
@shaktijs http://twitpic.com/4wkym - Looks Yummy...I can haz smal pies pleess??,happiness
Going home. Hope one of you out there saw the play.,happiness
@whoaaitskristi OMG THAT'S AWESOME. this is the first time ever i'm not seeing it the day it comes out. Demi is taking over my day. haha,happiness
cannot sleep i'm SUPER DUPER DUPER excited pour la PARIS.  the love city.,happiness
@citycynic Sounds good to me! No more cleaning cynics orders. Haha. Good night. Talk tomorrow.,happiness
@nkotbworshiper me too... it goes to my phone so all night long sometimes my phone is blowing up... so nice to wake up to!,happiness
@vautrin tis' cool..I still stand by my former proclamation! I'm just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol,sadness
break from packing. watching the office  Pam: &quot;I had just woken up. I didn't look cute. That's how I knew he meant it.&quot;,happiness
@NicciSnail I'll most definitely write about it! I look forward to your article on RE5 (if you do write about it) It should be fun.,happiness
akissforjersey is amazing&lt;3 sooo soothing.,happiness
off to bed I go..have a great Mom's Day all you moms!,happiness
Christian doesn't have a Twitter...But he has a cell phone  Hahah..I'm bored.,worry
Pulled out the breakfast sausage for Mothers Day. Hopefully the baby sleeps in,happiness
Just got home i love stake and shake milkshakes,sadness
Shopping day.. headin to central chidlom and siam,happiness
freedom,happiness
@FanInfo Absolutely! Just have a good backup for Romo for December.,happiness
@kevinpollak  We forgive you and we have missed you!,sadness
That was crap.,worry
Im so done defending him. Im going to bed and im gonna give my mom a happy mothers day.  at least ill try.,sadness
Just got done turning in my pre-final project for my computer animation class. Final is due on Tues. Only 2 more classes or 6 more weeks.,happiness
Had a lovely day with mama cuppy,worry
@SJSharksfan haha i agree ! i am her test dummy. i just go in and say &quot;do whatever you want&quot; and i always love it.  she is magic!,happiness
@brabakr   ...Thank you Mr. President!....,sadness
IT'S MOTHER'S DAY,happiness
What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? Our wine was a red,happiness
@megdia tweet often and it'll draw followers to you,worry
Do you wanna talk,worry
just got home. went to totoro cafe (finally) for the first time ever. i liked it! what a colorful place. such a happy atmosphere,happiness
Planning tomorrow's special breakfast Ima cook for mom  she's gona get so happy,worry
legs are still numb from journey to atlantis+coldness... buttt it was an awesome day,happiness
Two fantastic shows in a row,happiness
bye daddy!! see you on tuesday,sadness
Happy Mothers Day!  Love your Mom...,worry
posted a few pics of my college on my myspace www.myspace.com/katieheidie,happiness
@lolove and i got hello kitty tattoos!  she's a ballerina and i'm a ladybug,worry
@Britneyspears : For the Record is still the saddest thing to watch. &quot;I'm gonna go through life like the karate kid&quot;...and so am I.,sadness
@akarra if you weren't &quot;picky&quot; (=precise) i might not find you as interesting to talk to,happiness
Semi-intoxicated Tweet,worry
@xjam13x LOL. Wow. That's good.  Haha I still can't believe it's mother's day.,happiness
@contrarygirl Hoooray!  I'm hooked already,happiness
Well goodnight all my twitter bugs sleep well,happiness
AHHHH my keyboards getting worse :/ my BDAY's in 1 more day,worry
Heading to XS with Nadia!! Yeee!,happiness
